"","DOI","Winclada","NONA","TNT","PAUP","Raxml","Iqtree","iq-tree","POPTREE2","RAPDistance"
"595","10.1155/2013/481035",0,0,0,0,0,0,0,0,0
"596","10.1155/2014/129064",0,0,0,0,0,0,0,0,0
"597","10.1002/cfg.154",0,0,0,0,0,0,0,0,0
"598","10.5194/bg-13-5405-2016",0,0,0,0,0,0,0,0,0
"599","10.1155/2014/241505",0,0,0,0,0,0,0,0,0
"600","article",0,0,0,0,0,0,0,0,0
"601","10.1155/2014/601571",0,0,0,0,0,0,0,0,0
"602","10.2981/0909-6396(2007)13[19:MABCTU]2.0.CO;2",0,0,0,0,0,0,0,0,0
"603","10.1155/2011/296026",0,0,0,0,0,0,0,0,0
"604","10.1155/2019/3897315",0,0,0,0,0,0,0,0,0
"605","article",0,0,1,0,0,0,0,0,0
"606","10.1155/2019/5832105",0,0,0,0,0,0,0,0,0
"607","10.5194/bg-14-431-2017",0,0,0,0,0,0,0,0,0
"608","10.1155/2013/310948",0,0,0,0,0,0,0,0,0
"609","10.1016/j.jalz.2019.08.038",0,0,0,0,0,0,0,0,0
"610","10.1155/2011/146493",0,0,0,0,0,0,0,0,0
"611","10.1155/2013/851267",0,0,0,0,0,0,0,0,0
"612","10.1155/2018/6091934",0,1,0,0,0,0,0,0,0
"613","10.1017/gheg.2018.13",0,0,0,0,0,0,0,0,0
"614","article",0,0,0,0,0,0,0,0,0
"615","article",0,0,0,0,0,0,0,0,0
"616","10.1155/2020/6432942",0,0,0,0,0,0,0,0,0
"617","10.1002/cfg.358",0,0,1,0,0,0,0,0,0
"618","article",0,0,0,0,0,0,0,0,0
"619","10.1155/2016/9063065",0,0,0,0,0,0,0,0,0
"620","10.1155/2013/625934",0,1,0,0,0,0,0,0,0
"621","10.1096/fj.201701078R",0,0,0,0,0,0,0,0,0
"622","article",0,0,0,0,0,0,0,0,0
"623","10.1155/2013/101597",0,0,0,0,0,0,0,0,0
