"","DOI","Winclada","NONA","TNT","PAUP","Raxml","Iqtree","iq-tree","POPTREE2","RAPDistance"
"1310","10.1155/2012/924692",0,0,0,0,0,0,0,0,0
"1311","10.1155/2019/3690561",0,0,0,0,0,0,0,0,0
"1312","article",0,0,0,0,0,0,0,0,0
"1313","10.1016/j.jalz.2015.05.016",0,0,0,0,0,0,0,0,0
"1314","10.1155/2021/1219593",0,0,0,0,0,0,0,0,0
"1315","article",0,0,0,0,0,0,0,0,0
"1316","article",0,0,0,0,0,0,0,0,0
"1317","10.1155/2018/4535031",0,0,0,0,0,0,0,0,0
"1318","10.1096/fj.14-267328",0,0,0,0,0,0,0,0,0
"1319","10.5194/cpd-10-533-2014",0,0,0,0,0,0,0,0,0
"1320","article",0,0,0,0,0,0,0,0,0
"1321","10.1155/2012/840935",0,0,0,0,0,0,0,0,0
"1322","10.1155/2020/8715619",0,0,0,0,0,0,0,0,0
"1323","10.1155/2018/9812806",0,0,0,0,0,0,0,0,0
"1324","10.1093/aepp/ppu005",0,0,0,0,0,0,0,0,0
"1325","10.1155/2013/562954",0,0,0,0,0,0,0,0,0
"1326","10.5194/hessd-11-10465-2014",0,0,0,0,0,0,0,0,0
"1327","10.1155/2020/7398789",0,0,0,0,0,0,0,0,0
"1328","10.1155/2015/236896",0,0,0,0,0,0,0,0,0
"1329","10.1155/2020/6478785",0,0,0,0,0,0,0,0,0
"1330","article",0,0,0,0,0,0,0,0,0
"1331","10.1051/ocl.2010.0296",0,0,0,0,0,0,0,0,0
"1332","article",0,0,0,0,0,0,0,0,0
"1333","10.1155/2014/860491",0,1,0,0,0,0,0,0,0
"1334","10.1155/2016/1386158",0,0,0,0,0,0,0,0,0
"1335","10.1155/2017/6193694",0,0,0,0,0,0,0,0,0
"1336","10.4061/2011/124608",0,0,0,0,0,0,0,0,0
"1337","article",0,0,0,0,0,0,0,0,0
"1338","10.1017/aog.2018.26",0,0,0,0,0,0,0,0,0
"1339","10.1155/2017/1709807",0,0,0,0,0,0,0,0,0
"1340","10.5194/bgd-8-7475-2011",0,0,0,0,0,0,0,0,0
"1341","10.1016/j.dadm.2014.11.001",0,0,0,0,0,0,0,0,0
"1342","10.1155/2011/394658",0,0,0,0,0,0,0,0,0
"1343","10.1096/fj.08-127530",0,0,0,0,0,0,0,0,0
"1344","10.5194/bg-15-1047-2018",0,0,0,0,0,0,0,0,0
"1345","10.1155/2012/530305",0,0,0,0,0,0,0,0,0
"1346","10.1155/2012/718604",0,0,0,0,0,0,0,0,0
"1347","10.1100/tsw.2007.17",0,0,0,0,0,0,0,0,0
"1348","10.1155/2012/635312",0,0,0,0,0,0,0,0,0
"1349","10.1155/2018/8939235",0,0,0,0,0,0,0,0,0
"1350","article",0,0,0,0,0,0,0,0,0
"1351","10.1051/parasite/2014067",0,0,0,0,0,0,0,0,0
"1352","10.1155/2013/502697",0,1,0,0,0,0,0,0,0
"1353","10.1155/2014/459549",0,0,0,0,0,0,0,0,0
"1354","article",0,0,0,0,0,0,0,0,0
"1355","10.5194/bgd-12-16553-2015",0,0,0,0,0,0,0,0,0
"1356","article",0,0,0,0,0,0,0,0,0
"1357","10.5194/bg-2020-2",0,0,0,0,0,0,0,0,0
"1358","10.1155/2009/345324",0,0,0,0,0,0,0,0,0
"1359","10.1002/jeq2.20118",0,0,0,0,0,0,0,0,0
"1360","10.1016/j.trci.2019.07.013",0,0,0,0,0,0,0,0,0
"1361","10.1016/j.ijdevneu.2010.07.235",0,0,0,0,0,0,0,0,0
"1362","10.1155/2011/245821",0,0,0,0,0,0,0,0,0
"1363","10.5194/hess-23-4367-2019",0,0,0,0,0,0,0,0,0
"1364","10.1155/2019/8720904",0,0,0,0,0,0,0,0,0
"1365","10.1155/2012/760951",0,0,0,0,0,0,0,0,0
"1366","article",0,0,0,0,0,0,0,0,0
"1367","10.1155/2017/3901368",0,0,0,0,0,0,0,0,0
"1368","10.1155/2014/534915",0,0,0,0,0,0,0,0,0
"1369","10.5194/hessd-10-10605-2013",0,0,0,0,0,0,0,0,0
"1370","10.1100/tsw.2007.267",0,0,0,0,0,0,0,0,0
"1371","10.5194/aab-59-9-2016",0,1,0,0,0,0,0,0,0
"1372","article",0,0,0,0,0,0,0,0,0
"1373","10.5194/gc-2020-25",0,0,0,0,0,0,0,0,0
"1374","article",0,0,0,0,0,0,0,0,0
"1375","10.5194/hessd-9-13037-2012",0,0,0,0,0,0,0,0,0
"1376","10.1155/2011/384572",0,1,0,0,0,0,0,0,0
