doi
10.1080/10635150590950371
10.1007/BF02603120
10.1080/10635150600755453
10.1073/pnas.0404142101
10.1007/pl00000067
10.1111/j.1558-5646.1997.tb05095.x
10.1093/bioinformatics/btg412
/10.1093/bioinformatics/bti798
10.1093/nar/gkh293
10.1093/ve/vey016
10.1186/1471-2105-8-405
10.1080/10635150590947041
10.1111/j.0006-341x.1999.00001.x
10.1080/10635150490468675
10.1007/978-1-0716-2691-7_12
10.1093/genetics/161.3.1307
10.1080/10635150701429982
10.1186/1471-2105-7-188
10.1186/1471-2105-8-54
10.1093/bioinformatics/btn466
10.1089/cmb.1998.5.555
10.1016/j.ympev.2003.11.006
10.1093/bioinformatics/btm404
10.1006/clad.1993.1023
10.1080/10635150801910436
10.1093/bioinformatics/17.12.1246
10.1186/1471-2105-11-S1-S60
10.1093/jhered/92.4.371
10.1093/bioinformatics/btq228
10.1093/bioinformatics/bti100
10.1080/10635150390235494
10.1093/bioinformatics/18.suppl_2.S92
10.1093/bioinformatics/bti459
10.1098/rspb.1998.0502
10.1186/1471-2148-6-15
10.1098/rspb.2001.1862
10.1016/S0168-9525(00)02024-2
10.1186/1471-2105-11-24
10.1093/bioinformatics/10.1.41
10.1093/nar/gks498
0.1093/molbev/msp077
10.1073/pnas.92.21.9662
10.1093/bioinformatics/bts199
10.1111/j.1471-8286.2007.01931.x
10.1371/journal.pone.0069885
10.1073/pnas.85.16.591
10.1111/j.1471-8286.2007.01925.x
10.1093/bioinformatics/17.9.821
10.1093/oxfordjournals.molbev.a025720
10.1111/j.1439-0469.1991.tb00465.x
10.1093/molbev/msm052
10.1093/bioinformatics/bti079
10.1186/1471-2105-11-574
10.1534/genetics.103.024182
10.1093/molbev/msl195
10.1093/molbev/msh176
10.1186/1748-7188-5-16
10.1186/gb-2002-3-12-research0077
10.1093/molbev/msn083
10.1111/j.1471-8286.2007.01807.x
10.1111/j.0014-3820.2006.tb01194.x
10.1093/bioinformatics/btg422
10.1080/10635150701611134
10.1109/TCBB.2009.22
10.1093/oxfordjournals.molbev.a040259
10.1093/bioinformatics/btg158
10.1159/000156416
10.1046/j.1366-9516.2001.00121.x
10.1093/bioinformatics/8.6.591
10.1385/0-89603-276-0:195
10.1093/bioinformatics/btl592
10.1093/oxfordjournals.jhered.a111492
10.1093/bioinformatics/btm567
10.1093/oxfordjournals.molbev.a004175
10.1186/1471-2105-6-64
10.1093/molbev/msh194
10.1093/bioinformatics/10.2.189
10.1186/1471-2105-11-379
10.1093/bioinformatics/10.4.409
10.1142/9789812776303_0034
10.1186/1471-2105-12-111
10.1186/1471-2148-6-29
10.1093/bioinformatics/14.9.817
10.1093/sysbio/sys029
10.1093/nar/gkm359
10.1093/nar/gkh340
10.1093/bioinformatics/btl452
10.1093/genetics/141.2.743
10.1080/10635150600975218
10.1089/cmb.2006.13.320
10.1093/bioinformatics/10.1.11
10.1093/bioinformatics/17.7.662
10.1093/bioinformatics/13.5.555
10.1080/10635150252899734
10.1093/oxfordjournals.molbev.a025784
10.1093/genetics/149.1.445
10.1080/10635150701613783
10.1093/bioinformatics/btk043
10.1111/j.1654-1103.2003.tb02155.x
10.1093/bioinformatics/btq706
10.1016/s1055-7903(03)00061-7
10.1093/bioinformatics/btq062
https://doi.org/10.1111/2041-210X.12233
10.1142/9789814447362_0021
10.1093/bioinformatics/12.6.543
10.1093/molbev/msh112
10.1016/j.ecoinf.2013.03.005
10.1186/1471-2105-9-322
10.1016/S0304-3975(99)00235-2
10.7717/peerj.2038
10.1093/bioinformatics/btn235
10.1080/10635150390235520
10.4137/ebo.s2242
10.1007/3-540-28084-7_44
10.1038/nprot.2015.053
10.1093/bioinformatics/btm619
10.1093/bib/3.4.405
10.1093/oxfordjournals.molbev.a025760
10.1093/molbev/msp312
10.1111/j.1096-0031.2009.00282.x
10.1089/10665270360688048
10.1093/bioinformatics/btt482
10.1093/molbev/msl155
10.1093/bioinformatics/bti289
10.1093/bioinformatics/bti263
10.1093/bioinformatics/13.5.559
10.1186/gb-2007-8-8-r171
10.1093/bioinformatics/btac287
10.2307/2413539
10.1007/s13127-011-0056-0
10.1093/bioinformatics/16.6.562
doi.org/10.1186/1471-2105-8-458
10.1007/BF00182187
10.1093/oxfordjournals.jhered.a111081
10.1126/science.288.5472.1789
10.1093/bioinformatics/16.3.296
10.1046/j.1365-294X.1997.00260.x
10.1016/j.ympev.2010.04.011
10.1080/10635150290069913
10.1093/molbev/msp259
10.1145/369133.369182
10.1093/bioinformatics/13.3.235
10.1080/10635150290102393
10.1186/1471-2105-8-460
10.1534/genetics.104.032144
10.1093/bioinformatics/14.1.68
10.1080/10635150117772
10.1186/1471-2105-12-184
10.3897/BDJ.2.e1053
10.1093/bioinformatics/bti175
10.1006/jmbi.2000.4042
10.1186/1471-2105-10-171
10.1016/j.thbio.2005.01.003
10.1093/sysbio/syr064
10.1093/bioinformatics/16.4.395
10.1111/cla.12524
10.1093/bioinformatics/btn575
10.1093/bioinformatics/btm135
10.1093/sysbio/syy032
10.1186/1471-2105-8-442
10.1093/oxfordjournals.molbev.a025664
10.1093/bioinformatics/9.2.177
10.1186/1471-2105-7-439
10.1186/1471-2148-4-18
10.1186/1471-2105-11-7
10.1145/1201775.882291
10.1016/S0025-5564(97)10012-8
10.1186/1756-0381-3-1
10.1093/bioinformatics/btg043
10.1186/1471-2105-13-110
10.1093/bioinformatics/12.4.357
10.1093/bioinformatics/btp333
10.1093/bioinformatics/bts091
10.1093/bioinformatics/btl304
10.1198/016214503000215
10.1093/bioinformatics/16.3.294
10.1371/journal.pcbi.1006650
10.1093/oxfordjournals.jhered.a111573
10.1073/pnas.0611164104
/10.1098/rspb.2007.0924
10.1093/bioinformatics/17.8.754
10.1038/nprot.2009.2
10.1080/10635150590905830
10.1073/pnas.94.13.6815
10.1038/s41592-025-02751-x
10.1080/10635150290102384
10.1093/bioinformatics/18.3.502





















































































































































































































































































